ID,Name,Description,CLTS_ID,CLTS_BIPA,CLTS_Name
xw_u0078u02B7,xʷ,labialized voiceless velar fricative consonant,labialized_voiceless_velar_fricative_consonant,xʷ,labialized voiceless velar fricative consonant
e_u025Bu02D0,ɛː,long unrounded open-mid front vowel,long_unrounded_open-mid_front_vowel,ɛː,long unrounded open-mid front vowel
th_u0074u02B0,tʰ,aspirated voiceless alveolar stop consonant,aspirated_voiceless_alveolar_stop_consonant,tʰ,aspirated voiceless alveolar stop consonant
vh_u0076u02B0,vʰ,aspirated voiced labio-dental fricative consonant,aspirated_voiced_labio-dental_fricative_consonant,vʰ,aspirated voiced labio-dental fricative consonant
t_u0074,t,voiceless alveolar stop consonant,voiceless_alveolar_stop_consonant,t,voiceless alveolar stop consonant
tw_u0074u02B7,tʷ,labialized voiceless alveolar stop consonant,labialized_voiceless_alveolar_stop_consonant,tʷ,labialized voiceless alveolar stop consonant
m_u006D,m,voiced bilabial nasal consonant,voiced_bilabial_nasal_consonant,m,voiced bilabial nasal consonant
t_u0074u02D0,tː,long voiceless alveolar stop consonant,long_voiceless_alveolar_stop_consonant,tː,long voiceless alveolar stop consonant
v_u028B,ʋ,voiced labio-dental approximant consonant,voiced_labio-dental_approximant_consonant,ʋ,voiced labio-dental approximant consonant
a_u0251,ɑ,unrounded open back vowel,unrounded_open_back_vowel,ɑ,unrounded open back vowel
g_u0067u02D0,gː,long voiced velar stop consonant,long_voiced_velar_stop_consonant,gː,long voiced velar stop consonant
d_u0064u0303,d̃,nasalized voiced alveolar stop consonant,nasalized_voiced_alveolar_stop_consonant,d̃,nasalized voiced alveolar stop consonant
n_u0273,ɳ,voiced retroflex nasal consonant,voiced_retroflex_nasal_consonant,ɳ,voiced retroflex nasal consonant
a_u0061u0303u02D0,ãː,long nasalized unrounded open front vowel,long_nasalized_unrounded_open_front_vowel,ãː,long nasalized unrounded open front vowel
r_u02C0u0072,ˀr,pre-glottalized voiced alveolar trill consonant,pre-glottalized_voiced_alveolar_trill_consonant,ˀr,pre-glottalized voiced alveolar trill consonant
wh_u0077u02B1,wʱ,breathy voiced labio-velar approximant consonant,breathy_voiced_labio-velar_approximant_consonant,wʱ,breathy voiced labio-velar approximant consonant
e_u025Bu0324,ɛ̤,breathy unrounded open-mid front vowel,breathy_unrounded_open-mid_front_vowel,ɛ̤,breathy unrounded open-mid front vowel
i_u0069u0303u02D0,ĩː,long nasalized unrounded close front vowel,long_nasalized_unrounded_close_front_vowel,ĩː,long nasalized unrounded close front vowel
y_u0079,y,rounded close front vowel,rounded_close_front_vowel,y,rounded close front vowel
o_u0254u02D0,ɔː,long rounded open-mid back vowel,long_rounded_open-mid_back_vowel,ɔː,long rounded open-mid back vowel
nbr_u207Fu0062u02B3,ⁿbʳ,pre-nasalized with-trilled-release voiced bilabial stop consonant,pre-nasalized_with-trilled-release_voiced_bilabial_stop_consonant,ⁿbʳ,pre-nasalized with-trilled-release voiced bilabial stop consonant
nts_u207Fu0074u0073,ⁿts,pre-nasalized voiceless alveolar sibilant affricate consonant,pre-nasalized_voiceless_alveolar_sibilant_affricate_consonant,ⁿts,pre-nasalized voiceless alveolar sibilant affricate consonant
e_u0258,ɘ,unrounded close-mid central vowel,unrounded_close-mid_central_vowel,ɘ,unrounded close-mid central vowel
f_u0066u02D0,fː,long voiceless labio-dental fricative consonant,long_voiceless_labio-dental_fricative_consonant,fː,long voiceless labio-dental fricative consonant
e_u025E,ɞ,rounded open-mid central vowel,rounded_open-mid_central_vowel,ɞ,rounded open-mid central vowel
y_u0079u02D0,yː,long rounded close front vowel,long_rounded_close_front_vowel,yː,long rounded close front vowel
j_u006Au02E4,jˤ,pharyngealized voiced palatal approximant consonant,pharyngealized_voiced_palatal_approximant_consonant,jˤ,pharyngealized voiced palatal approximant consonant
bh_u03B2u02B0,βʰ,aspirated voiced bilabial fricative consonant,aspirated_voiced_bilabial_fricative_consonant,βʰ,aspirated voiced bilabial fricative consonant
oe_u0153u02D0,œː,long rounded open-mid front vowel,long_rounded_open-mid_front_vowel,œː,long rounded open-mid front vowel
e_u0065u0303,ẽ,nasalized unrounded close-mid front vowel,nasalized_unrounded_close-mid_front_vowel,ẽ,nasalized unrounded close-mid front vowel
i_u0268u0303,ɨ̃,nasalized unrounded close central vowel,nasalized_unrounded_close_central_vowel,ɨ̃,nasalized unrounded close central vowel
tr_u0074u02B3,tʳ,with-trilled-release voiceless alveolar stop consonant,with-trilled-release_voiceless_alveolar_stop_consonant,tʳ,with-trilled-release voiceless alveolar stop consonant
r_u0072u0325,r̥,devoiced voiced alveolar trill consonant,devoiced_voiced_alveolar_trill_consonant,r̥,devoiced voiced alveolar trill consonant
l_u026D,ɭ,voiced retroflex lateral approximant consonant,voiced_retroflex_lateral_approximant_consonant,ɭ,voiced retroflex lateral approximant consonant
v_u0076,v,voiced labio-dental fricative consonant,voiced_labio-dental_fricative_consonant,v,voiced labio-dental fricative consonant
tswh_u0074u0073u02B7u02B0,tsʷʰ,labialized aspirated voiceless alveolar sibilant affricate consonant,labialized_aspirated_voiceless_alveolar_sibilant_affricate_consonant,tsʷʰ,labialized aspirated voiceless alveolar sibilant affricate consonant
dh_u0064u02B1,dʱ,breathy voiced alveolar stop consonant,breathy_voiced_alveolar_stop_consonant,dʱ,breathy voiced alveolar stop consonant
m_u02C0u006D,ˀm,pre-glottalized voiced bilabial nasal consonant,pre-glottalized_voiced_bilabial_nasal_consonant,ˀm,pre-glottalized voiced bilabial nasal consonant
dz_u0064u007A,dz,voiced alveolar sibilant affricate consonant,voiced_alveolar_sibilant_affricate_consonant,dz,voiced alveolar sibilant affricate consonant
u_u0075u0306,ŭ,ultra-short rounded close back vowel,ultra-short_rounded_close_back_vowel,ŭ,ultra-short rounded close back vowel
s_u02C0u0073,ˀs,pre-glottalized voiceless alveolar sibilant fricative consonant,pre-glottalized_voiceless_alveolar_sibilant_fricative_consonant,ˀs,pre-glottalized voiceless alveolar sibilant fricative consonant
i_u026Au02D0,ɪː,long unrounded near-close near-front vowel,long_unrounded_near-close_near-front_vowel,ɪː,long unrounded near-close near-front vowel
d_u02C0u0064,ˀd,pre-glottalized voiced alveolar stop consonant,pre-glottalized_voiced_alveolar_stop_consonant,ˀd,pre-glottalized voiced alveolar stop consonant
a_u0252,ɒ,rounded open back vowel,rounded_open_back_vowel,ɒ,rounded open back vowel
ng_u014Bu02D0,ŋː,long voiced velar nasal consonant,long_voiced_velar_nasal_consonant,ŋː,long voiced velar nasal consonant
w_u0270,ɰ,voiced velar approximant consonant,voiced_velar_approximant_consonant,ɰ,voiced velar approximant consonant
gh_u0067u02B1,gʱ,breathy voiced velar stop consonant,breathy_voiced_velar_stop_consonant,gʱ,breathy voiced velar stop consonant
n_u006Eu0325,n̥,devoiced voiced alveolar nasal consonant,devoiced_voiced_alveolar_nasal_consonant,n̥,devoiced voiced alveolar nasal consonant
ae_u00E6u02D0,æː,long unrounded near-open front vowel,long_unrounded_near-open_front_vowel,æː,long unrounded near-open front vowel
e_u0065,e,unrounded close-mid front vowel,unrounded_close-mid_front_vowel,e,unrounded close-mid front vowel
ngw_u207Fu0067u02B7,ⁿgʷ,pre-nasalized labialized voiced velar stop consonant,pre-nasalized_labialized_voiced_velar_stop_consonant,ⁿgʷ,pre-nasalized labialized voiced velar stop consonant
a_u0061u02D1,aˑ,mid-long unrounded open front vowel,mid-long_unrounded_open_front_vowel,aˑ,mid-long unrounded open front vowel
o_u006Fu0303,õ,nasalized rounded close-mid back vowel,nasalized_rounded_close-mid_back_vowel,õ,nasalized rounded close-mid back vowel
b_u0299,ʙ,voiced bilabial trill consonant,voiced_bilabial_trill_consonant,ʙ,voiced bilabial trill consonant
zw_u007Au02B7,zʷ,labialized voiced alveolar sibilant fricative consonant,labialized_voiced_alveolar_sibilant_fricative_consonant,zʷ,labialized voiced alveolar sibilant fricative consonant
sw_u0073u02B7,sʷ,labialized voiceless alveolar sibilant fricative consonant,labialized_voiceless_alveolar_sibilant_fricative_consonant,sʷ,labialized voiceless alveolar sibilant fricative consonant
ndr_u207Fu0064u02B3,ⁿdʳ,pre-nasalized with-trilled-release voiced alveolar stop consonant,pre-nasalized_with-trilled-release_voiced_alveolar_stop_consonant,ⁿdʳ,pre-nasalized with-trilled-release voiced alveolar stop consonant
r_u0072u02E4,rˤ,pharyngealized voiced alveolar trill consonant,pharyngealized_voiced_alveolar_trill_consonant,rˤ,pharyngealized voiced alveolar trill consonant
mw_u006Du02B7,mʷ,labialized voiced bilabial nasal consonant,labialized_voiced_bilabial_nasal_consonant,mʷ,labialized voiced bilabial nasal consonant
i_u0268u02D0,ɨː,long unrounded close central vowel,long_unrounded_close_central_vowel,ɨː,long unrounded close central vowel
pw_u02C0u0070u02B7,ˀpʷ,pre-glottalized labialized voiceless bilabial stop consonant,pre-glottalized_labialized_voiceless_bilabial_stop_consonant,ˀpʷ,pre-glottalized labialized voiceless bilabial stop consonant
w_u0077u02D0,wː,long voiced labio-velar approximant consonant,long_voiced_labio-velar_approximant_consonant,wː,long voiced labio-velar approximant consonant
a_u0061u0303,ã,nasalized unrounded open front vowel,nasalized_unrounded_open_front_vowel,ã,nasalized unrounded open front vowel
_u0259u02D0,əː,long unrounded mid central vowel,long_unrounded_mid_central_vowel,əː,long unrounded mid central vowel
_u0294,ʔ,voiceless glottal stop consonant,voiceless_glottal_stop_consonant,ʔ,voiceless glottal stop consonant
h_u0266,ɦ,voiced glottal fricative consonant,voiced_glottal_fricative_consonant,ɦ,voiced glottal fricative consonant
w_u0077u0325,w̥,devoiced voiced labio-velar approximant consonant,devoiced_voiced_labio-velar_approximant_consonant,w̥,devoiced voiced labio-velar approximant consonant
b_u03B2u02D0,βː,long voiced bilabial fricative consonant,long_voiced_bilabial_fricative_consonant,βː,long voiced bilabial fricative consonant
n_u0272,ɲ,voiced palatal nasal consonant,voiced_palatal_nasal_consonant,ɲ,voiced palatal nasal consonant
a_u0061,a,unrounded open front vowel,unrounded_open_front_vowel,a,unrounded open front vowel
r_u0072u02D0,rː,long voiced alveolar trill consonant,long_voiced_alveolar_trill_consonant,rː,long voiced alveolar trill consonant
nbw_u207Fu0062u02B7,ⁿbʷ,pre-nasalized labialized voiced bilabial stop consonant,pre-nasalized_labialized_voiced_bilabial_stop_consonant,ⁿbʷ,pre-nasalized labialized voiced bilabial stop consonant
nw_u006Eu02B7u02D0,nʷː,labialized long voiced alveolar nasal consonant,labialized_long_voiced_alveolar_nasal_consonant,nʷː,labialized long voiced alveolar nasal consonant
kh_u03C7,χ,voiceless uvular fricative consonant,voiceless_uvular_fricative_consonant,χ,voiceless uvular fricative consonant
e_u025Bu0303u02D0,ɛ̃ː,long nasalized unrounded open-mid front vowel,long_nasalized_unrounded_open-mid_front_vowel,ɛ̃ː,long nasalized unrounded open-mid front vowel
dz_u0064u0292,dʒ,voiced post-alveolar sibilant affricate consonant,voiced_post-alveolar_sibilant_affricate_consonant,dʒ,voiced post-alveolar sibilant affricate consonant
uu_u0075u0308u0075u0308,üü,from centralized rounded close back to centralized rounded close back diphthong,from_centralized_rounded_close_back_to_centralized_rounded_close_back_diphthong,üü,from centralized rounded close back to centralized rounded close back diphthong
mh_u006Du02B0u02D0,mʰː,aspirated long voiced bilabial nasal consonant,aspirated_long_voiced_bilabial_nasal_consonant,mʰː,aspirated long voiced bilabial nasal consonant
ng_u014B,ŋ,voiced velar nasal consonant,voiced_velar_nasal_consonant,ŋ,voiced velar nasal consonant
w_u0294u02B7,ʔʷ,labialized voiceless glottal stop consonant,labialized_voiceless_glottal_stop_consonant,ʔʷ,labialized voiceless glottal stop consonant
ts_u0074u0073,ts,voiceless alveolar sibilant affricate consonant,voiceless_alveolar_sibilant_affricate_consonant,ts,voiceless alveolar sibilant affricate consonant
_u028Cu0303,ʌ̃,nasalized unrounded open-mid back vowel,nasalized_unrounded_open-mid_back_vowel,ʌ̃,nasalized unrounded open-mid back vowel
ngh_u014Bu02B0,ŋʰ,aspirated voiced velar nasal consonant,aspirated_voiced_velar_nasal_consonant,ŋʰ,aspirated voiced velar nasal consonant
f_u02C0u0278,ˀɸ,pre-glottalized voiceless bilabial fricative consonant,pre-glottalized_voiceless_bilabial_fricative_consonant,ˀɸ,pre-glottalized voiceless bilabial fricative consonant
u_u0075u02D1,uˑ,mid-long rounded close back vowel,mid-long_rounded_close_back_vowel,uˑ,mid-long rounded close back vowel
g_u02C0u0067,ˀg,pre-glottalized voiced velar stop consonant,pre-glottalized_voiced_velar_stop_consonant,ˀg,pre-glottalized voiced velar stop consonant
bw_u0062u02B7u02D0,bʷː,labialized long voiced bilabial stop consonant,labialized_long_voiced_bilabial_stop_consonant,bʷː,labialized long voiced bilabial stop consonant
tsh_u0074u0073u02B0u02D0,tsʰː,aspirated long voiceless alveolar sibilant affricate consonant,aspirated_long_voiceless_alveolar_sibilant_affricate_consonant,tsʰː,aspirated long voiceless alveolar sibilant affricate consonant
t_u0074u032A,t̪,voiceless dental stop consonant,voiceless_dental_stop_consonant,t̪,voiceless dental stop consonant
dh_u00F0u02B0,ðʰ,aspirated voiced dental fricative consonant,aspirated_voiced_dental_fricative_consonant,ðʰ,aspirated voiced dental fricative consonant
k_u006Bu02D0,kː,long voiceless velar stop consonant,long_voiceless_velar_stop_consonant,kː,long voiceless velar stop consonant
lw_u006Cu02B7,lʷ,labialized voiced alveolar lateral approximant consonant,labialized_voiced_alveolar_lateral_approximant_consonant,lʷ,labialized voiced alveolar lateral approximant consonant
i_u0069u02C0,iˀ,glottalized unrounded close front vowel,glottalized_unrounded_close_front_vowel,iˀ,glottalized unrounded close front vowel
hk_u02B0u006B,ʰk,pre-aspirated voiceless velar stop consonant,pre-aspirated_voiceless_velar_stop_consonant,ʰk,pre-aspirated voiceless velar stop consonant
e_u025Bu0303,ɛ̃,nasalized unrounded open-mid front vowel,nasalized_unrounded_open-mid_front_vowel,ɛ̃,nasalized unrounded open-mid front vowel
fn_u0066u207F,fⁿ,with-nasal-release voiceless labio-dental fricative consonant,with-nasal-release_voiceless_labio-dental_fricative_consonant,fⁿ,with-nasal-release voiceless labio-dental fricative consonant
n_u006Eu02D0,nː,long voiced alveolar nasal consonant,long_voiced_alveolar_nasal_consonant,nː,long voiced alveolar nasal consonant
ng_u02C0u014B,ˀŋ,pre-glottalized voiced velar nasal consonant,pre-glottalized_voiced_velar_nasal_consonant,ˀŋ,pre-glottalized voiced velar nasal consonant
ngw_u014Bu02B7,ŋʷ,labialized voiced velar nasal consonant,labialized_voiced_velar_nasal_consonant,ŋʷ,labialized voiced velar nasal consonant
ndz_u207Fu0064u0292,ⁿdʒ,pre-nasalized voiced post-alveolar affricate consonant,pre-nasalized_voiced_post-alveolar_affricate_consonant,ⁿdʒ,pre-nasalized voiced post-alveolar affricate consonant
d_u00F0,ð,voiced dental fricative consonant,voiced_dental_fricative_consonant,ð,voiced dental fricative consonant
dzh_u0064u0292u02B1,dʒʱ,breathy voiced post-alveolar sibilant affricate consonant,breathy_voiced_post-alveolar_sibilant_affricate_consonant,dʒʱ,breathy voiced post-alveolar sibilant affricate consonant
